"HostName","IP","MAC","FQDN","Status","V-ID","Severity","RuleID","RuleTitle","Discussion","CheckText","FixText","Control","AssessmentProcedure","CCIReference","FindingDetails","Comments","SeverityOverride","Override/Justification"
"SRV-DHCP04","192.168.226.152","29:1E:C4:B1:61:7E","SRV-DNS02.business.com","Not_Reviewed","V-230558","high","SV-220719r592283","A File Transfer Protocol (FTP) server package must not be installed unless mission essential on RHEL 8.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Check if firewall rules are configured and active.","Disable unnecessary network services through system configuration.","SC-25","Check system patch levels and update procedures.","CCI-000438","This finding was identified during the security assessment of SRV-DHCP04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MAIL05","192.168.217.20","FA:21:56:AE:B9:20","SRV-STORAGE04.internal.org","Open","V-244542","medium","SV-270735r677836","RHEL 8 audit records must contain information to establish what type of events occurred, the source of events, where events occurred, and the outcome of events.","System patches address security vulnerabilities and should be applied regularly.","Verify that system patches are up to date.","Disable unnecessary network services through system configuration.","IA-8","Review system configuration settings for password policies.","CCI-000477","This finding was identified during the security assessment of SRV-MAIL05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-PRINT05","192.168.189.67","04:8F:E8:6B:8A:8C","SRV-MAIL03.enterprise.net","Open","V-230306","medium","SV-220951r178865","RHEL 8 must prevent code from being executed on file systems that are imported via Network File System (NFS).","System patches address security vulnerabilities and should be applied regularly.","Check if password complexity requirements are configured in the system settings.","Enable and configure audit logging according to security requirements.","AU-10","Check system patch levels and update procedures.","CCI-000581","This finding was identified during the security assessment of SRV-PRINT05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-PRINT05","192.168.120.131","A1:6F:84:A4:F7:93","SRV-NET02.test.company.com","Open","V-230556","medium","SV-254446r159326","The RHEL 8 SSH daemon must prevent remote hosts from connecting to the proxy display.","Audit logging provides visibility into system activities and helps detect security incidents.","Check if firewall rules are configured and active.","Apply available system patches and configure automatic updates.","SC-35","Check audit log configuration and verify logging is active.","CCI-000475","This finding was identified during the security assessment of SRV-PRINT05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-STORAGE02","192.168.234.192","1E:A2:72:77:6C:DE","SRV-MAIL02.internal.org","Not_Reviewed","V-254277","medium","SV-220850r251201","Windows Server 2022 must have the Server Message Block (SMB) v1 protocol disabled on the SMB client.","Unnecessary network services increase the attack surface and should be disabled.","Verify that system patches are up to date.","Configure password complexity requirements in the system settings.","SC-33","Review system configuration settings for password policies.","CCI-000578","This finding was identified during the security assessment of SRV-STORAGE02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-CONTAINER02","192.168.161.190","76:93:2D:8B:88:19","SRV-APP04.corp.example.com","Not_Reviewed","V-205823","medium","SV-257978r238590","Windows Server 2019 setting Domain member: Digitally sign secure channel data (when possible) must be configured to Enabled.","Unnecessary network services increase the attack surface and should be disabled.","Verify that system patches are up to date.","Disable unnecessary network services through system configuration.","SC-27","Examine running services and disable unnecessary ones.","CCI-000600","This finding was identified during the security assessment of SRV-CONTAINER02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MONITOR02","192.168.155.194","2C:33:B2:BC:2C:EE","SRV-DNS01.dev.company.com","Not_Applicable","V-254462","medium","SV-257805r166110","Windows Server 2022 unencrypted passwords must not be sent to third-party Server Message Block (SMB) servers.","System patches address security vulnerabilities and should be applied regularly.","Confirm that audit logging is enabled and properly configured.","Apply available system patches and configure automatic updates.","SC-38","Check system patch levels and update procedures.","CCI-000255","This finding was identified during the security assessment of SRV-MONITOR02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MAIL01","192.168.197.50","36:59:CA:27:D9:C5","SRV-MAIL02.test.company.com","Open","V-205791","medium","SV-220831r864650","Windows Server 2019 must be configured to audit DS Access - Directory Service Access successes.","Firewall rules control network traffic and prevent unauthorized access.","Check if firewall rules are configured and active.","Apply available system patches and configure automatic updates.","IA-8","Examine running services and disable unnecessary ones.","CCI-000412","This finding was identified during the security assessment of SRV-MAIL01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-NET05","192.168.3.27","41:33:B6:D3:51:97","SRV-WEB04.prod.company.com","Open","V-230266","medium","SV-220719r592283","RHEL 8 must prevent the loading of a new kernel for later execution.","Firewall rules control network traffic and prevent unauthorized access.","Confirm that audit logging is enabled and properly configured.","Apply available system patches and configure automatic updates.","CM-5","Review system configuration settings for password policies.","CCI-000258","This finding was identified during the security assessment of SRV-NET05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-PRINT05","192.168.151.235","C5:14:BB:88:EB:23","SRV-STORAGE04.company.local","Open","V-205685","medium","SV-258214r628876","Windows Server 2019 must not have Windows PowerShell 2.0 installed.","Unnecessary network services increase the attack surface and should be disabled.","Confirm that audit logging is enabled and properly configured.","Disable unnecessary network services through system configuration.","SI-8","Review firewall configuration and rule sets.","CCI-000262","This finding was identified during the security assessment of SRV-PRINT05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DHCP04","192.168.73.87","A4:86:63:7E:A5:04","SRV-DB04.prod.company.com","Open","V-254488","medium","SV-254488r146070","Windows Server 2022 User Account Control (UAC) must run all administrators in Admin Approval Mode, enabling UAC.","System patches address security vulnerabilities and should be applied regularly.","Check if firewall rules are configured and active.","Apply available system patches and configure automatic updates.","AU-7","Examine running services and disable unnecessary ones.","CCI-000548","This finding was identified during the security assessment of SRV-DHCP04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MONITOR05","192.168.134.149","15:C7:2F:23:E8:E1","SRV-SEC04.business.com","Open","V-220944","medium","SV-254452r704388","User Account Control approval mode for the built-in Administrator must be enabled.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Check if password complexity requirements are configured in the system settings.","Apply available system patches and configure automatic updates.","AU-11","Examine running services and disable unnecessary ones.","CCI-000486","This finding was identified during the security assessment of SRV-MONITOR05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-FILE03","192.168.16.106","68:0C:57:75:E7:A5","SRV-MAIL03.internal.org","Open","V-270691","medium","SV-230327r375794","Ubuntu 24.04 LTS must display the Standard Mandatory DOD Notice and Consent Banner before granting access to via an SSH logon.","Unnecessary network services increase the attack surface and should be disabled.","Check if firewall rules are configured and active.","Configure password complexity requirements in the system settings.","SC-2","Review system configuration settings for password policies.","CCI-000490","This finding was identified during the security assessment of SRV-FILE03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-BACKUP03","192.168.91.240","B9:80:52:A8:4C:4B","SRV-BACKUP05.test.company.com","Not_Reviewed","V-220747","high","SV-205860r486805","Reversible password encryption must be disabled.","Unnecessary network services increase the attack surface and should be disabled.","Check if password complexity requirements are configured in the system settings.","Configure firewall rules to control network traffic.","AU-5","Check audit log configuration and verify logging is active.","CCI-000269","This finding was identified during the security assessment of SRV-BACKUP03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-APP05","192.168.246.84","40:F8:51:DA:79:A0","SRV-CONTAINER01.business.com","Open","V-254436","medium","SV-258079r205814","Windows Server 2022 Deny log on as a batch job user right on domain-joined member servers must be configured to prevent access from highly privileged domain accounts and from unauthenticated access on all systems.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Confirm that audit logging is enabled and properly configured.","Apply available system patches and configure automatic updates.","AU-10","Check system patch levels and update procedures.","CCI-000231","This finding was identified during the security assessment of SRV-APP05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-APP03","192.168.49.60","F0:F9:FF:76:42:DD","SRV-NET02.business.com","Open","V-205760","medium","SV-230327r375794","Windows Server 2019 Impersonate a client after authentication user right must only be assigned to Administrators, Service, Local Service, and Network Service.","Unnecessary network services increase the attack surface and should be disabled.","Check if firewall rules are configured and active.","Configure password complexity requirements in the system settings.","SC-29","Check system patch levels and update procedures.","CCI-000238","This finding was identified during the security assessment of SRV-APP03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DHCP01","192.168.69.54","B3:DA:34:A2:66:03","SRV-MONITOR02.business.com","Open","V-220902","medium","SV-254385r453288","Windows 10 Kernel (Direct Memory Access) DMA Protection must be enabled.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Verify that unnecessary network services are disabled.","Disable unnecessary network services through system configuration.","AC-8","Check system patch levels and update procedures.","CCI-000550","This finding was identified during the security assessment of SRV-DHCP01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-VM02","192.168.38.178","6B:21:3F:E6:2B:C9","SRV-FILE02.internal.org","Open","V-230306","medium","SV-258197r832619","RHEL 8 must prevent code from being executed on file systems that are imported via Network File System (NFS).","Firewall rules control network traffic and prevent unauthorized access.","Verify that system patches are up to date.","Configure password complexity requirements in the system settings.","SC-36","Check audit log configuration and verify logging is active.","CCI-000215","This finding was identified during the security assessment of SRV-VM02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-VM02","192.168.97.77","CD:F5:C6:71:89:6F","SRV-NET02.prod.company.com","Not_Reviewed","V-257871","medium","SV-205852r203865","RHEL 9 must mount /var/log with the noexec option.","Audit logging provides visibility into system activities and helps detect security incidents.","Check if firewall rules are configured and active.","Disable unnecessary network services through system configuration.","AU-8","Check system patch levels and update procedures.","CCI-000193","This finding was identified during the security assessment of SRV-VM02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-CONTAINER02","192.168.133.160","4B:9D:03:77:C4:46","SRV-APP03.enterprise.net","Open","V-220903","medium","SV-270685r908637","The DoD Root CA certificates must be installed in the Trusted Root Store.","Audit logging provides visibility into system activities and helps detect security incidents.","Check if password complexity requirements are configured in the system settings.","Enable and configure audit logging according to security requirements.","AC-6","Check system patch levels and update procedures.","CCI-000535","This finding was identified during the security assessment of SRV-CONTAINER02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-CONTAINER05","192.168.165.233","ED:4E:9F:90:C3:1B","SRV-WEB03.internal.org","Open","V-220721","medium","SV-257959r472626","The Telnet Client must not be installed on the system.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Confirm that audit logging is enabled and properly configured.","Apply available system patches and configure automatic updates.","IA-3","Review firewall configuration and rule sets.","CCI-000354","This finding was identified during the security assessment of SRV-CONTAINER05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-STORAGE01","192.168.165.175","51:28:23:51:53:17","SRV-MAIL03.company.local","Not_Applicable","V-257895","medium","SV-205908r591050","RHEL 9 /etc/passwd file must have mode 0644 or less permissive to prevent unauthorized access.","Unnecessary network services increase the attack surface and should be disabled.","Verify that unnecessary network services are disabled.","Configure firewall rules to control network traffic.","SC-17","Check system patch levels and update procedures.","CCI-000362","This finding was identified during the security assessment of SRV-STORAGE01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DHCP04","192.168.122.190","9C:CF:F6:61:2C:F4","SRV-MONITOR02.company.local","Not_Reviewed","V-220724","medium","SV-258182r244472","A host-based firewall must be installed and enabled on the system.","System patches address security vulnerabilities and should be applied regularly.","Check if password complexity requirements are configured in the system settings.","Enable and configure audit logging according to security requirements.","SI-5","Examine running services and disable unnecessary ones.","CCI-000210","This finding was identified during the security assessment of SRV-DHCP04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-SEC05","192.168.148.43","89:F3:0D:62:BC:F2","SRV-DHCP03.enterprise.net","Not_Applicable","V-258118","medium","SV-230502r191539","RHEL 9 must not be configured to bypass password requirements for privilege escalation.","Unnecessary network services increase the attack surface and should be disabled.","Check if password complexity requirements are configured in the system settings.","Disable unnecessary network services through system configuration.","AU-3","Review firewall configuration and rule sets.","CCI-000226","This finding was identified during the security assessment of SRV-SEC05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-SEC01","192.168.20.214","97:28:EA:C6:0D:46","SRV-DHCP01.internal.org","Open","V-270832","medium","SV-258196r208791","Ubuntu 24.04 LTS audit system must protect auditing rules from unauthorized change.","Audit logging provides visibility into system activities and helps detect security incidents.","Confirm that audit logging is enabled and properly configured.","Configure firewall rules to control network traffic.","SC-3","Review system configuration settings for password policies.","CCI-000421","This finding was identified during the security assessment of SRV-SEC01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-CONTAINER04","192.168.249.90","B5:03:6A:2F:51:D3","SRV-STORAGE03.internal.org","Not_Checked","V-258079","medium","SV-258182r244472","RHEL 9 must enable the SELinux targeted policy.","Audit logging provides visibility into system activities and helps detect security incidents.","Confirm that audit logging is enabled and properly configured.","Enable and configure audit logging according to security requirements.","CM-3","Review firewall configuration and rule sets.","CCI-000411","This finding was identified during the security assessment of SRV-CONTAINER04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DNS05","192.168.128.219","8A:0A:65:CC:C1:CB","SRV-CONTAINER01.company.local","Not_Checked","V-257849","medium","SV-220974r753888","RHEL 9 file system automount function must be disabled unless required.","Audit logging provides visibility into system activities and helps detect security incidents.","Confirm that audit logging is enabled and properly configured.","Apply available system patches and configure automatic updates.","SI-12","Check audit log configuration and verify logging is active.","CCI-000318","This finding was identified during the security assessment of SRV-DNS05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-NET03","192.168.220.170","DB:B4:2C:E1:41:7D","SRV-MONITOR03.corp.example.com","Open","V-230266","medium","SV-257986r341095","RHEL 8 must prevent the loading of a new kernel for later execution.","Audit logging provides visibility into system activities and helps detect security incidents.","Confirm that audit logging is enabled and properly configured.","Disable unnecessary network services through system configuration.","SI-10","Review firewall configuration and rule sets.","CCI-000251","This finding was identified during the security assessment of SRV-NET03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-WEB05","192.168.158.104","68:E6:BB:67:CC:77","SRV-DB01.enterprise.net","Open","V-257959","medium","SV-257959r472626","RHEL 9 must not forward Internet Protocol version 4 (IPv4) source-routed packets.","Firewall rules control network traffic and prevent unauthorized access.","Check if password complexity requirements are configured in the system settings.","Configure password complexity requirements in the system settings.","AC-2","Examine running services and disable unnecessary ones.","CCI-000595","This finding was identified during the security assessment of SRV-WEB05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-FILE05","192.168.185.145","2A:96:55:56:81:D9","SRV-MAIL01.prod.company.com","Open","V-205703","medium","SV-205871r220376","Windows Server 2019 Kerberos service ticket maximum lifetime must be limited to 600 minutes or less.","Firewall rules control network traffic and prevent unauthorized access.","Check if password complexity requirements are configured in the system settings.","Enable and configure audit logging according to security requirements.","SC-24","Check system patch levels and update procedures.","CCI-000264","This finding was identified during the security assessment of SRV-FILE05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-SEC02","192.168.254.16","57:33:C1:80:35:D7","SRV-MONITOR01.test.company.com","Open","V-270691","medium","SV-230423r410645","Ubuntu 24.04 LTS must display the Standard Mandatory DOD Notice and Consent Banner before granting access to via an SSH logon.","Audit logging provides visibility into system activities and helps detect security incidents.","Check if firewall rules are configured and active.","Apply available system patches and configure automatic updates.","SC-11","Check system patch levels and update procedures.","CCI-000418","This finding was identified during the security assessment of SRV-SEC02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-CONTAINER04","192.168.154.108","D1:C8:83:8E:23:26","SRV-BACKUP05.company.local","Open","V-257895","medium","SV-205760r425751","RHEL 9 /etc/passwd file must have mode 0644 or less permissive to prevent unauthorized access.","Firewall rules control network traffic and prevent unauthorized access.","Confirm that audit logging is enabled and properly configured.","Configure password complexity requirements in the system settings.","SC-19","Review firewall configuration and rule sets.","CCI-000349","This finding was identified during the security assessment of SRV-CONTAINER04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-NET05","192.168.79.242","AB:0F:3C:45:D5:6E","SRV-STORAGE02.enterprise.net","Open","V-258197","medium","SV-258155r203244","RHEL 9 must audit all uses of the pam_timestamp_check command.","Firewall rules control network traffic and prevent unauthorized access.","Check if firewall rules are configured and active.","Apply available system patches and configure automatic updates.","SC-13","Examine running services and disable unnecessary ones.","CCI-000220","This finding was identified during the security assessment of SRV-NET05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-STORAGE03","192.168.134.4","42:74:F4:CC:A1:E4","SRV-PRINT01.enterprise.net","Open","V-205828","medium","SV-230465r265287","Windows Server 2019 setting Microsoft network server: Digitally sign communications (if client agrees) must be configured to Enabled.","Firewall rules control network traffic and prevent unauthorized access.","Check if firewall rules are configured and active.","Enable and configure audit logging according to security requirements.","SC-26","Review firewall configuration and rule sets.","CCI-000221","This finding was identified during the security assessment of SRV-STORAGE03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-CONTAINER02","192.168.198.205","8E:58:D4:00:38:74","SRV-FILE03.prod.company.com","Open","V-205823","medium","SV-205705r832671","Windows Server 2019 setting Domain member: Digitally sign secure channel data (when possible) must be configured to Enabled.","Firewall rules control network traffic and prevent unauthorized access.","Confirm that audit logging is enabled and properly configured.","Configure firewall rules to control network traffic.","CM-4","Check audit log configuration and verify logging is active.","CCI-000584","This finding was identified during the security assessment of SRV-CONTAINER02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-PRINT03","192.168.246.96","80:BC:0C:0C:EB:DD","SRV-DB03.test.company.com","Not_Applicable","V-257978","medium","SV-205922r493054","All RHEL 9 networked systems must have SSH installed.","Firewall rules control network traffic and prevent unauthorized access.","Verify that unnecessary network services are disabled.","Disable unnecessary network services through system configuration.","SI-6","Examine running services and disable unnecessary ones.","CCI-000304","This finding was identified during the security assessment of SRV-PRINT03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-WEB05","192.168.98.208","CB:11:BC:36:DB:FF","SRV-DHCP02.internal.org","Open","V-220944","medium","SV-270691r885769","User Account Control approval mode for the built-in Administrator must be enabled.","System patches address security vulnerabilities and should be applied regularly.","Check if password complexity requirements are configured in the system settings.","Enable and configure audit logging according to security requirements.","SC-6","Check audit log configuration and verify logging is active.","CCI-000222","This finding was identified during the security assessment of SRV-WEB05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DHCP03","192.168.31.126","5D:2F:10:3C:F8:06","SRV-DB01.prod.company.com","Open","V-220936","medium","SV-230508r659706","Kerberos encryption types must be configured to prevent the use of DES and RC4 encryption suites.","Firewall rules control network traffic and prevent unauthorized access.","Verify that unnecessary network services are disabled.","Apply available system patches and configure automatic updates.","CM-5","Check system patch levels and update procedures.","CCI-000243","This finding was identified during the security assessment of SRV-DHCP03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-BACKUP03","192.168.83.135","BC:B3:33:3C:01:FF","SRV-WEB05.enterprise.net","Open","V-258112","medium","SV-254483r361391","RHEL 9 must require the change of at least eight characters when passwords are changed.","Audit logging provides visibility into system activities and helps detect security incidents.","Check if firewall rules are configured and active.","Enable and configure audit logging according to security requirements.","SI-19","Review system configuration settings for password policies.","CCI-000556","This finding was identified during the security assessment of SRV-BACKUP03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DHCP04","192.168.23.239","FA:E6:4A:A6:1D:1B","SRV-SEC05.dev.company.com","Not_Applicable","V-254494","medium","SV-220936r938406","Windows Server 2022 back up files and directories user right must only be assigned to the Administrators group.","Audit logging provides visibility into system activities and helps detect security incidents.","Check if firewall rules are configured and active.","Apply available system patches and configure automatic updates.","SC-1","Check audit log configuration and verify logging is active.","CCI-000336","This finding was identified during the security assessment of SRV-DHCP04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-FILE01","192.168.238.246","4B:8B:3D:11:08:B4","SRV-BACKUP05.prod.company.com","Not_Applicable","V-257959","medium","SV-257829r145414","RHEL 9 must not forward Internet Protocol version 4 (IPv4) source-routed packets.","Firewall rules control network traffic and prevent unauthorized access.","Confirm that audit logging is enabled and properly configured.","Configure firewall rules to control network traffic.","AC-8","Check system patch levels and update procedures.","CCI-000252","This finding was identified during the security assessment of SRV-FILE01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-CONTAINER05","192.168.82.122","F2:CC:F6:88:6B:23","SRV-STORAGE01.prod.company.com","Not_Reviewed","V-220840","medium","SV-270685r908637","Users must not be allowed to ignore Windows Defender SmartScreen filter warnings for malicious websites in Microsoft Edge.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Verify that unnecessary network services are disabled.","Enable and configure audit logging according to security requirements.","IA-6","Examine running services and disable unnecessary ones.","CCI-000539","This finding was identified during the security assessment of SRV-CONTAINER05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-BACKUP01","192.168.125.234","78:B1:94:EE:8F:1E","SRV-FILE01.prod.company.com","Open","V-257895","medium","SV-258125r829659","RHEL 9 /etc/passwd file must have mode 0644 or less permissive to prevent unauthorized access.","Audit logging provides visibility into system activities and helps detect security incidents.","Confirm that audit logging is enabled and properly configured.","Enable and configure audit logging according to security requirements.","AU-8","Examine running services and disable unnecessary ones.","CCI-000351","This finding was identified during the security assessment of SRV-BACKUP01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-NET01","192.168.48.174","BE:02:AB:65:EC:60","SRV-DB03.enterprise.net","Not_Reviewed","V-254494","medium","SV-258123r246020","Windows Server 2022 back up files and directories user right must only be assigned to the Administrators group.","System patches address security vulnerabilities and should be applied regularly.","Confirm that audit logging is enabled and properly configured.","Apply available system patches and configure automatic updates.","CM-2","Examine running services and disable unnecessary ones.","CCI-000588","This finding was identified during the security assessment of SRV-NET01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-WEB03","192.168.115.213","69:68:1C:2C:50:88","SRV-DB03.business.com","Open","V-205859","low","SV-230249r314628","Windows Server 2019 source routing must be configured to the highest protection level to prevent Internet Protocol (IP) source routing.","Audit logging provides visibility into system activities and helps detect security incidents.","Check if password complexity requirements are configured in the system settings.","Enable and configure audit logging according to security requirements.","SC-18","Check system patch levels and update procedures.","CCI-000240","This finding was identified during the security assessment of SRV-WEB03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DB02","192.168.171.240","BC:E4:CF:55:EE:E4","SRV-BACKUP03.test.company.com","Open","V-244542","medium","SV-258207r986533","RHEL 8 audit records must contain information to establish what type of events occurred, the source of events, where events occurred, and the outcome of events.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Check if firewall rules are configured and active.","Disable unnecessary network services through system configuration.","SC-17","Check audit log configuration and verify logging is active.","CCI-000311","This finding was identified during the security assessment of SRV-DB02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MONITOR02","192.168.10.7","F3:9C:CE:11:4C:EE","SRV-WEB05.enterprise.net","Open","V-220747","high","SV-205714r879046","Reversible password encryption must be disabled.","Audit logging provides visibility into system activities and helps detect security incidents.","Confirm that audit logging is enabled and properly configured.","Apply available system patches and configure automatic updates.","SC-4","Review system configuration settings for password policies.","CCI-000350","This finding was identified during the security assessment of SRV-MONITOR02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-NET01","192.168.32.178","7E:7D:46:82:4E:B0","SRV-MAIL03.company.local","Not_Applicable","V-230424","medium","SV-254385r453288","Successful/unsuccessful uses of the umount command in RHEL 8 must generate an audit record.","Unnecessary network services increase the attack surface and should be disabled.","Verify that unnecessary network services are disabled.","Configure firewall rules to control network traffic.","SC-40","Examine running services and disable unnecessary ones.","CCI-000537","This finding was identified during the security assessment of SRV-NET01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-APP05","192.168.67.15","4B:96:EE:49:60:84","SRV-DB02.prod.company.com","Open","V-257895","medium","SV-254436r551837","RHEL 9 /etc/passwd file must have mode 0644 or less permissive to prevent unauthorized access.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Verify that system patches are up to date.","Enable and configure audit logging according to security requirements.","SC-1","Review firewall configuration and rule sets.","CCI-000521","This finding was identified during the security assessment of SRV-APP05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-APP03","192.168.252.230","CA:6E:61:9E:6B:A8","SRV-DB03.enterprise.net","Open","V-230502","medium","SV-205871r220376","The RHEL 8 file system automounter must be disabled unless required.","System patches address security vulnerabilities and should be applied regularly.","Confirm that audit logging is enabled and properly configured.","Configure firewall rules to control network traffic.","SC-3","Review firewall configuration and rule sets.","CCI-000361","This finding was identified during the security assessment of SRV-APP03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-CONTAINER01","192.168.29.159","03:FC:65:03:14:EE","SRV-WEB02.corp.example.com","Not_Applicable","V-205871","low","SV-230274r304807","Windows Server 2019 Turning off File Explorer heap termination on corruption must be disabled.","Unnecessary network services increase the attack surface and should be disabled.","Check if firewall rules are configured and active.","Enable and configure audit logging according to security requirements.","IA-7","Check audit log configuration and verify logging is active.","CCI-000323","This finding was identified during the security assessment of SRV-CONTAINER01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-FILE05","192.168.252.129","FA:E0:27:17:71:82","SRV-STORAGE03.business.com","Not_Applicable","V-258118","medium","SV-270682r356096","RHEL 9 must not be configured to bypass password requirements for privilege escalation.","Unnecessary network services increase the attack surface and should be disabled.","Verify that unnecessary network services are disabled.","Disable unnecessary network services through system configuration.","CM-6","Check system patch levels and update procedures.","CCI-000254","This finding was identified during the security assessment of SRV-FILE05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DB05","192.168.197.81","E2:16:86:FA:E0:53","SRV-NET01.prod.company.com","Not_Checked","V-205714","medium","SV-254323r214732","Windows Server 2019 administrator accounts must not be enumerated during elevation.","Audit logging provides visibility into system activities and helps detect security incidents.","Verify that unnecessary network services are disabled.","Configure password complexity requirements in the system settings.","SC-5","Check audit log configuration and verify logging is active.","CCI-000480","This finding was identified during the security assessment of SRV-DB05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DB02","192.168.91.194","1B:72:DF:F4:92:68","SRV-SEC01.company.local","Open","V-270679","medium","SV-257849r360708","Ubuntu 24.04 LTS must retain a user's session lock until the user reestablishes access using established identification and authentication procedures.","Firewall rules control network traffic and prevent unauthorized access.","Check if password complexity requirements are configured in the system settings.","Disable unnecessary network services through system configuration.","SC-6","Review system configuration settings for password policies.","CCI-000476","This finding was identified during the security assessment of SRV-DB02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
